sample_index,text,summary,model,Context Inconsistency,Instruction Inconsistency,Temporal/Number Error,Named-Entity Error,Fabrication,Inference,Code-switch,Grammar Error,Other/comment,factual_claims,hallucination_density,Summary Rating
1,"التقى كيري برئيس الحكومة الباكستانية نواز شريف وقال كيري عقب اجتماعه برئيس الحكومة الباكستانية نواز شريف في العاصمة اسلام آباد الخميس إن الجانبين اتفقا على اعادة العمل ""بالشراكة الكاملة"" بين بلديهما، معبرا عن امله في وضع نهاية للقطيعة التي تسببت بها الغارات الجوية الامريكية وغيرها من المشكلات بما فيها عملية اغتيال اسامة بن لادن عام 2011. وقال كيري في مقابلة تلفزيونية اجراها في وقت لاحق متطرقا الى الغارات التي تنفذها الطائرات الامريكية من دون طيار على اهداف في باكستان ""اعتقد ان هذا البرنامج سيتوقف لأننا صفينا معظم مصادر التهديد ونواصل تصفيتها."" وأضاف ""أعتقد ان للرئيس (اوباما) برنامج زمني محدد بهذا الصدد، ونأمل ان تتوقف الغارات قريبا جدا جدا"" على حد تعبيره. وذهب كيري بهذا التصريح الى ابعد مما ذهب اليه الرئيس اوباما، الذي قال في خطاب القاه في الثالث والعشرين من مايو/ايار الماضي إن الحاجة الى الغارات الجوية ستتقلص في ""ساحة الحرب الافغانية"" كلما تسارع انسحاب القوات الامريكية التي من المقرر ان تنهي انسحابها من افغانستان بحلول نهاية العام المقبل. مواضيع قد تهمك نهاية ولكن اوباما لم يتطرق في ذلك الخطاب الى امكانية وقف الغارات بشكل نهائي، بل برر استخدامها ضد ""الارهابيين الذين يشكلون تهديدا مستمرا وماثلا للشعب الامريكي عندما تعجز الحكومات الاخرى عن اتخاذ الاجراءات الفعالة للحد من هذا التهديد."" يذكر ان عدد الغارات الامريكية على اهداف في باكستان آخذ بالتناقص، إذ لم تسجل الا 17 غارة هذه السنة مقارنة بـ 48 في 2012 و73 في 2011.","قال وزير الخارجية الأمريكي الزائر جون كيري لمضيفيه الباكستانيين إنه يأمل ان تتوقف الغارات التي تنفذها طائرات بلاده دون طيار على اهداف بباكستان ""قريبا جدا جدا.""",Gemma,No,No,No,No,Yes,No,No,No,,6.0,0.2,3 – Partially Faithful: some correct info but key omissions/distortions
1,"التقى كيري برئيس الحكومة الباكستانية نواز شريف وقال كيري عقب اجتماعه برئيس الحكومة الباكستانية نواز شريف في العاصمة اسلام آباد الخميس إن الجانبين اتفقا على اعادة العمل ""بالشراكة الكاملة"" بين بلديهما، معبرا عن امله في وضع نهاية للقطيعة التي تسببت بها الغارات الجوية الامريكية وغيرها من المشكلات بما فيها عملية اغتيال اسامة بن لادن عام 2011. وقال كيري في مقابلة تلفزيونية اجراها في وقت لاحق متطرقا الى الغارات التي تنفذها الطائرات الامريكية من دون طيار على اهداف في باكستان ""اعتقد ان هذا البرنامج سيتوقف لأننا صفينا معظم مصادر التهديد ونواصل تصفيتها."" وأضاف ""أعتقد ان للرئيس (اوباما) برنامج زمني محدد بهذا الصدد، ونأمل ان تتوقف الغارات قريبا جدا جدا"" على حد تعبيره. وذهب كيري بهذا التصريح الى ابعد مما ذهب اليه الرئيس اوباما، الذي قال في خطاب القاه في الثالث والعشرين من مايو/ايار الماضي إن الحاجة الى الغارات الجوية ستتقلص في ""ساحة الحرب الافغانية"" كلما تسارع انسحاب القوات الامريكية التي من المقرر ان تنهي انسحابها من افغانستان بحلول نهاية العام المقبل. مواضيع قد تهمك نهاية ولكن اوباما لم يتطرق في ذلك الخطاب الى امكانية وقف الغارات بشكل نهائي، بل برر استخدامها ضد ""الارهابيين الذين يشكلون تهديدا مستمرا وماثلا للشعب الامريكي عندما تعجز الحكومات الاخرى عن اتخاذ الاجراءات الفعالة للحد من هذا التهديد."" يذكر ان عدد الغارات الامريكية على اهداف في باكستان آخذ بالتناقص، إذ لم تسجل الا 17 غارة هذه السنة مقارنة بـ 48 في 2012 و73 في 2011.","قال وزير الخارجية الأمريكي الزائر جون كيري لمضيفيه الباكستانيين إنه يأمل ان تتوقف الغارات التي تنفذها طائرات بلاده دون طيار على اهداف بباكستان ""قريبا جدا جدا.""",Jais-6.7b,No,No,No,No,No,No,No,No,,4.0,0.0,5 – Fully Faithful: no factual errors; complete and accurate
1,"التقى كيري برئيس الحكومة الباكستانية نواز شريف وقال كيري عقب اجتماعه برئيس الحكومة الباكستانية نواز شريف في العاصمة اسلام آباد الخميس إن الجانبين اتفقا على اعادة العمل ""بالشراكة الكاملة"" بين بلديهما، معبرا عن امله في وضع نهاية للقطيعة التي تسببت بها الغارات الجوية الامريكية وغيرها من المشكلات بما فيها عملية اغتيال اسامة بن لادن عام 2011. وقال كيري في مقابلة تلفزيونية اجراها في وقت لاحق متطرقا الى الغارات التي تنفذها الطائرات الامريكية من دون طيار على اهداف في باكستان ""اعتقد ان هذا البرنامج سيتوقف لأننا صفينا معظم مصادر التهديد ونواصل تصفيتها."" وأضاف ""أعتقد ان للرئيس (اوباما) برنامج زمني محدد بهذا الصدد، ونأمل ان تتوقف الغارات قريبا جدا جدا"" على حد تعبيره. وذهب كيري بهذا التصريح الى ابعد مما ذهب اليه الرئيس اوباما، الذي قال في خطاب القاه في الثالث والعشرين من مايو/ايار الماضي إن الحاجة الى الغارات الجوية ستتقلص في ""ساحة الحرب الافغانية"" كلما تسارع انسحاب القوات الامريكية التي من المقرر ان تنهي انسحابها من افغانستان بحلول نهاية العام المقبل. مواضيع قد تهمك نهاية ولكن اوباما لم يتطرق في ذلك الخطاب الى امكانية وقف الغارات بشكل نهائي، بل برر استخدامها ضد ""الارهابيين الذين يشكلون تهديدا مستمرا وماثلا للشعب الامريكي عندما تعجز الحكومات الاخرى عن اتخاذ الاجراءات الفعالة للحد من هذا التهديد."" يذكر ان عدد الغارات الامريكية على اهداف في باكستان آخذ بالتناقص، إذ لم تسجل الا 17 غارة هذه السنة مقارنة بـ 48 في 2012 و73 في 2011.","قال وزير الخارجية الأمريكي الزائر جون كيري لمضيفيه الباكستانيين إنه يأمل ان تتوقف الغارات التي تنفذها طائرات بلاده دون طيار على اهداف بباكستان ""قريبا جدا جدا.""",Noon,Yes,No,No,No,Yes,No,No,No,,5.0,0.2,4 – Mostly Faithful: all major facts correct; minor issues only
1,"التقى كيري برئيس الحكومة الباكستانية نواز شريف وقال كيري عقب اجتماعه برئيس الحكومة الباكستانية نواز شريف في العاصمة اسلام آباد الخميس إن الجانبين اتفقا على اعادة العمل ""بالشراكة الكاملة"" بين بلديهما، معبرا عن امله في وضع نهاية للقطيعة التي تسببت بها الغارات الجوية الامريكية وغيرها من المشكلات بما فيها عملية اغتيال اسامة بن لادن عام 2011. وقال كيري في مقابلة تلفزيونية اجراها في وقت لاحق متطرقا الى الغارات التي تنفذها الطائرات الامريكية من دون طيار على اهداف في باكستان ""اعتقد ان هذا البرنامج سيتوقف لأننا صفينا معظم مصادر التهديد ونواصل تصفيتها."" وأضاف ""أعتقد ان للرئيس (اوباما) برنامج زمني محدد بهذا الصدد، ونأمل ان تتوقف الغارات قريبا جدا جدا"" على حد تعبيره. وذهب كيري بهذا التصريح الى ابعد مما ذهب اليه الرئيس اوباما، الذي قال في خطاب القاه في الثالث والعشرين من مايو/ايار الماضي إن الحاجة الى الغارات الجوية ستتقلص في ""ساحة الحرب الافغانية"" كلما تسارع انسحاب القوات الامريكية التي من المقرر ان تنهي انسحابها من افغانستان بحلول نهاية العام المقبل. مواضيع قد تهمك نهاية ولكن اوباما لم يتطرق في ذلك الخطاب الى امكانية وقف الغارات بشكل نهائي، بل برر استخدامها ضد ""الارهابيين الذين يشكلون تهديدا مستمرا وماثلا للشعب الامريكي عندما تعجز الحكومات الاخرى عن اتخاذ الاجراءات الفعالة للحد من هذا التهديد."" يذكر ان عدد الغارات الامريكية على اهداف في باكستان آخذ بالتناقص، إذ لم تسجل الا 17 غارة هذه السنة مقارنة بـ 48 في 2012 و73 في 2011.","قال وزير الخارجية الأمريكي الزائر جون كيري لمضيفيه الباكستانيين إنه يأمل ان تتوقف الغارات التي تنفذها طائرات بلاده دون طيار على اهداف بباكستان ""قريبا جدا جدا.""",bloom-7b,No,No,No,No,Yes,No,No,No,,3.0,0.2,3 – Partially Faithful: some correct info but key omissions/distortions
1,"التقى كيري برئيس الحكومة الباكستانية نواز شريف وقال كيري عقب اجتماعه برئيس الحكومة الباكستانية نواز شريف في العاصمة اسلام آباد الخميس إن الجانبين اتفقا على اعادة العمل ""بالشراكة الكاملة"" بين بلديهما، معبرا عن امله في وضع نهاية للقطيعة التي تسببت بها الغارات الجوية الامريكية وغيرها من المشكلات بما فيها عملية اغتيال اسامة بن لادن عام 2011. وقال كيري في مقابلة تلفزيونية اجراها في وقت لاحق متطرقا الى الغارات التي تنفذها الطائرات الامريكية من دون طيار على اهداف في باكستان ""اعتقد ان هذا البرنامج سيتوقف لأننا صفينا معظم مصادر التهديد ونواصل تصفيتها."" وأضاف ""أعتقد ان للرئيس (اوباما) برنامج زمني محدد بهذا الصدد، ونأمل ان تتوقف الغارات قريبا جدا جدا"" على حد تعبيره. وذهب كيري بهذا التصريح الى ابعد مما ذهب اليه الرئيس اوباما، الذي قال في خطاب القاه في الثالث والعشرين من مايو/ايار الماضي إن الحاجة الى الغارات الجوية ستتقلص في ""ساحة الحرب الافغانية"" كلما تسارع انسحاب القوات الامريكية التي من المقرر ان تنهي انسحابها من افغانستان بحلول نهاية العام المقبل. مواضيع قد تهمك نهاية ولكن اوباما لم يتطرق في ذلك الخطاب الى امكانية وقف الغارات بشكل نهائي، بل برر استخدامها ضد ""الارهابيين الذين يشكلون تهديدا مستمرا وماثلا للشعب الامريكي عندما تعجز الحكومات الاخرى عن اتخاذ الاجراءات الفعالة للحد من هذا التهديد."" يذكر ان عدد الغارات الامريكية على اهداف في باكستان آخذ بالتناقص، إذ لم تسجل الا 17 غارة هذه السنة مقارنة بـ 48 في 2012 و73 في 2011.","قال وزير الخارجية الأمريكي الزائر جون كيري لمضيفيه الباكستانيين إنه يأمل ان تتوقف الغارات التي تنفذها طائرات بلاده دون طيار على اهداف بباكستان ""قريبا جدا جدا.""",llama,No,No,No,No,Yes,No,No,No,,3.0,0.0,4 – Mostly Faithful: all major facts correct; minor issues only
1,"التقى كيري برئيس الحكومة الباكستانية نواز شريف وقال كيري عقب اجتماعه برئيس الحكومة الباكستانية نواز شريف في العاصمة اسلام آباد الخميس إن الجانبين اتفقا على اعادة العمل ""بالشراكة الكاملة"" بين بلديهما، معبرا عن امله في وضع نهاية للقطيعة التي تسببت بها الغارات الجوية الامريكية وغيرها من المشكلات بما فيها عملية اغتيال اسامة بن لادن عام 2011. وقال كيري في مقابلة تلفزيونية اجراها في وقت لاحق متطرقا الى الغارات التي تنفذها الطائرات الامريكية من دون طيار على اهداف في باكستان ""اعتقد ان هذا البرنامج سيتوقف لأننا صفينا معظم مصادر التهديد ونواصل تصفيتها."" وأضاف ""أعتقد ان للرئيس (اوباما) برنامج زمني محدد بهذا الصدد، ونأمل ان تتوقف الغارات قريبا جدا جدا"" على حد تعبيره. وذهب كيري بهذا التصريح الى ابعد مما ذهب اليه الرئيس اوباما، الذي قال في خطاب القاه في الثالث والعشرين من مايو/ايار الماضي إن الحاجة الى الغارات الجوية ستتقلص في ""ساحة الحرب الافغانية"" كلما تسارع انسحاب القوات الامريكية التي من المقرر ان تنهي انسحابها من افغانستان بحلول نهاية العام المقبل. مواضيع قد تهمك نهاية ولكن اوباما لم يتطرق في ذلك الخطاب الى امكانية وقف الغارات بشكل نهائي، بل برر استخدامها ضد ""الارهابيين الذين يشكلون تهديدا مستمرا وماثلا للشعب الامريكي عندما تعجز الحكومات الاخرى عن اتخاذ الاجراءات الفعالة للحد من هذا التهديد."" يذكر ان عدد الغارات الامريكية على اهداف في باكستان آخذ بالتناقص، إذ لم تسجل الا 17 غارة هذه السنة مقارنة بـ 48 في 2012 و73 في 2011.","قال وزير الخارجية الأمريكي الزائر جون كيري لمضيفيه الباكستانيين إنه يأمل ان تتوقف الغارات التي تنفذها طائرات بلاده دون طيار على اهداف بباكستان ""قريبا جدا جدا.""",qwen2.5-7b,No,No,No,No,No,No,No,Yes,,3.0,0.1,4 – Mostly Faithful: all major facts correct; minor issues only
2,"طالب جليلي الدول الكبرى بالإقرار بحق إيران في تخصيب اليورانيوم. وأضاف جليلي معلقا على جولة جديدة من المحادثات مقررة يومي الجمعة والسبت في كازاخستان: ""نعتقد أن محادثات غدا يمكن أن تمضي قدما بكلمة واحدة، وهي الإقرار بحقوق إيران، ولاسيما حقها في تخصيب (اليورانيوم)."" وأكد المسؤول الإيراني - خلال كلمة الخميس بإحدى الجامعات في مدينة ألماتي - على أن الجمهورية الإسلامية ستدافع عن حقها في تخصيب اليورانيوم ""بقوة أكثر"" بعد الانتخابات الرئاسية في يونيو/حزيران. وتحظر الأمم المتحدة على إيران تخصيب اليورانيوم، كما فرضت عليها عقوبات شديدة بسبب أنشطتها في هذا الصدد. وتساور الدول الكبرى الغربية مخاوف بشأن تخصيب إيران اليورانيوم بمعدلات تتجاوز 20 بالمئة. مواضيع قد تهمك نهاية واقترحت الدول الكبرى في فبراير/شباط إغلاق إيران مفاعل فوردو وتسليم مخزونها من اليورانيوم المخصب بنسبة 20بالمئة. لكن إيران تنفي سعيها للحصول على سلاح ذري، وتقول إنها تحتاج إلى البرنامج النووي لأغراض طبية.",قال كبير المفاوضين الإيرانيين سعيد جليلي إنه يتعين على الدول الكبرى الاعتراف بحق إيران في امتلاك برنامج نووي كي يحدث اختراق في أي محادثات.,Allam,No,No,No,No,No,No,No,No,,3.0,0.0,5 – Fully Faithful: no factual errors; complete and accurate
2,"طالب جليلي الدول الكبرى بالإقرار بحق إيران في تخصيب اليورانيوم. وأضاف جليلي معلقا على جولة جديدة من المحادثات مقررة يومي الجمعة والسبت في كازاخستان: ""نعتقد أن محادثات غدا يمكن أن تمضي قدما بكلمة واحدة، وهي الإقرار بحقوق إيران، ولاسيما حقها في تخصيب (اليورانيوم)."" وأكد المسؤول الإيراني - خلال كلمة الخميس بإحدى الجامعات في مدينة ألماتي - على أن الجمهورية الإسلامية ستدافع عن حقها في تخصيب اليورانيوم ""بقوة أكثر"" بعد الانتخابات الرئاسية في يونيو/حزيران. وتحظر الأمم المتحدة على إيران تخصيب اليورانيوم، كما فرضت عليها عقوبات شديدة بسبب أنشطتها في هذا الصدد. وتساور الدول الكبرى الغربية مخاوف بشأن تخصيب إيران اليورانيوم بمعدلات تتجاوز 20 بالمئة. مواضيع قد تهمك نهاية واقترحت الدول الكبرى في فبراير/شباط إغلاق إيران مفاعل فوردو وتسليم مخزونها من اليورانيوم المخصب بنسبة 20بالمئة. لكن إيران تنفي سعيها للحصول على سلاح ذري، وتقول إنها تحتاج إلى البرنامج النووي لأغراض طبية.",قال كبير المفاوضين الإيرانيين سعيد جليلي إنه يتعين على الدول الكبرى الاعتراف بحق إيران في امتلاك برنامج نووي كي يحدث اختراق في أي محادثات.,Fanar,Yes,No,No,Yes,No,No,No,No,,4.0,0.75,2 – Mostly Unfaithful: many incorrect/missing facts
2,"طالب جليلي الدول الكبرى بالإقرار بحق إيران في تخصيب اليورانيوم. وأضاف جليلي معلقا على جولة جديدة من المحادثات مقررة يومي الجمعة والسبت في كازاخستان: ""نعتقد أن محادثات غدا يمكن أن تمضي قدما بكلمة واحدة، وهي الإقرار بحقوق إيران، ولاسيما حقها في تخصيب (اليورانيوم)."" وأكد المسؤول الإيراني - خلال كلمة الخميس بإحدى الجامعات في مدينة ألماتي - على أن الجمهورية الإسلامية ستدافع عن حقها في تخصيب اليورانيوم ""بقوة أكثر"" بعد الانتخابات الرئاسية في يونيو/حزيران. وتحظر الأمم المتحدة على إيران تخصيب اليورانيوم، كما فرضت عليها عقوبات شديدة بسبب أنشطتها في هذا الصدد. وتساور الدول الكبرى الغربية مخاوف بشأن تخصيب إيران اليورانيوم بمعدلات تتجاوز 20 بالمئة. مواضيع قد تهمك نهاية واقترحت الدول الكبرى في فبراير/شباط إغلاق إيران مفاعل فوردو وتسليم مخزونها من اليورانيوم المخصب بنسبة 20بالمئة. لكن إيران تنفي سعيها للحصول على سلاح ذري، وتقول إنها تحتاج إلى البرنامج النووي لأغراض طبية.",قال كبير المفاوضين الإيرانيين سعيد جليلي إنه يتعين على الدول الكبرى الاعتراف بحق إيران في امتلاك برنامج نووي كي يحدث اختراق في أي محادثات.,Gemma,Yes,No,No,Yes,No,No,No,No,,2.0,0.3,3 – Partially Faithful: some correct info but key omissions/distortions
2,"طالب جليلي الدول الكبرى بالإقرار بحق إيران في تخصيب اليورانيوم. وأضاف جليلي معلقا على جولة جديدة من المحادثات مقررة يومي الجمعة والسبت في كازاخستان: ""نعتقد أن محادثات غدا يمكن أن تمضي قدما بكلمة واحدة، وهي الإقرار بحقوق إيران، ولاسيما حقها في تخصيب (اليورانيوم)."" وأكد المسؤول الإيراني - خلال كلمة الخميس بإحدى الجامعات في مدينة ألماتي - على أن الجمهورية الإسلامية ستدافع عن حقها في تخصيب اليورانيوم ""بقوة أكثر"" بعد الانتخابات الرئاسية في يونيو/حزيران. وتحظر الأمم المتحدة على إيران تخصيب اليورانيوم، كما فرضت عليها عقوبات شديدة بسبب أنشطتها في هذا الصدد. وتساور الدول الكبرى الغربية مخاوف بشأن تخصيب إيران اليورانيوم بمعدلات تتجاوز 20 بالمئة. مواضيع قد تهمك نهاية واقترحت الدول الكبرى في فبراير/شباط إغلاق إيران مفاعل فوردو وتسليم مخزونها من اليورانيوم المخصب بنسبة 20بالمئة. لكن إيران تنفي سعيها للحصول على سلاح ذري، وتقول إنها تحتاج إلى البرنامج النووي لأغراض طبية.",قال كبير المفاوضين الإيرانيين سعيد جليلي إنه يتعين على الدول الكبرى الاعتراف بحق إيران في امتلاك برنامج نووي كي يحدث اختراق في أي محادثات.,Jais-6.7b,No,No,No,No,No,No,No,No,,3.0,0.0,5 – Fully Faithful: no factual errors; complete and accurate
